Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,Yes,Travel_Frequently,738,Human Resources,7,3,Technical Degree,1,720,3,Female,56,2,3,Human Resources,1,Married,9618,10638,8,Y,Yes,15,3,3,80,0,27,1,2,9,2,0,6
34,Yes,Travel_Frequently,1154,Sales,11,3,Human Resources,1,712,3,Female,51,2,3,Manufacturing Director,1,Divorced,9989,10663,7,Y,Yes,17,3,3,80,2,22,2,2,4,5,3,4
34,Yes,Travel_Rarely,1080,Human Resources,14,3,Medical,1,602,2,Male,58,2,3,Sales Executive,1,Married,9994,11708,2,Y,Yes,14,3,2,80,2,14,1,2,5,7,3,5
34,Yes,Travel_Rarely,1052,Human Resources,5,3,Technical Degree,1,1338,2,Male,52,2,3,Manufacturing Director,1,Single,9955,10720,7,Y,Yes,14,3,3,80,2,20,1,3,7,8,3,3
34,Yes,Travel_Rarely,718,Human Resources,11,3,Human Resources,1,1187,2,Female,77,2,3,Sales Executive,1,Divorced,9979,11471,7,Y,Yes,14,3,2,80,1,10,2,3,8,5,2,5
29,Yes,Travel_Frequently,857,Research & Development,3,1,Technical Degree,1,459,2,Male,95,2,1,Laboratory Technician,3,Single,3913,9320,0,Y,Yes,14,3,3,80,0,4,3,2,2,2,1,2
30,Yes,Travel_Frequently,1358,Research & Development,3,1,Technical Degree,1,589,2,Male,70,2,1,Laboratory Technician,1,Married,3759,9464,5,Y,Yes,14,3,3,80,0,5,3,3,2,2,0,2
23,Yes,Travel_Frequently,1292,Research & Development,3,2,Technical Degree,1,555,3,Male,76,2,1,Laboratory Technician,3,Married,4026,9167,5,Y,Yes,14,3,3,80,0,4,2,2,2,2,1,2
22,Yes,Travel_Rarely,828,Research & Development,3,1,Life Sciences,1,575,1,Male,94,2,1,Laboratory Technician,2,Married,3882,9262,3,Y,No,14,3,3,80,0,5,4,1,2,2,1,2
28,Yes,Travel_Rarely,1313,Research & Development,3,2,Medical,1,570,2,Male,97,2,1,Laboratory Technician,1,Single,3974,9387,1,Y,Yes,14,3,3,80,0,4,3,1,2,2,0,2
22,Yes,Travel_Rarely,1014,Research & Development,2,2,Technical Degree,1,421,3,Male,97,2,1,Laboratory Technician,3,Single,3890,9529,5,Y,No,14,3,3,80,0,4,3,3,2,2,0,2
23,Yes,Travel_Frequently,693,Research & Development,3,1,Medical,1,512,1,Male,96,2,1,Laboratory Technician,1,Single,3922,9375,5,Y,No,14,3,3,80,0,4,2,1,2,2,0,2
24,Yes,Travel_Frequently,929,Research & Development,2,1,Medical,1,542,1,Male,97,2,1,Laboratory Technician,3,Married,3758,9374,2,Y,No,14,3,3,80,0,4,3,1,2,2,1,2
28,Yes,Travel_Frequently,1136,Research & Development,2,2,Technical Degree,1,342,2,Male,96,2,1,Laboratory Technician,3,Single,3759,9479,3,Y,No,15,3,3,80,0,4,4,3,2,2,1,2
28,Yes,Travel_Rarely,772,Research & Development,3,2,Technical Degree,1,586,2,Male,88,2,1,Laboratory Technician,2,Single,4018,9555,5,Y,No,14,3,3,80,0,5,2,3,2,2,0,2
24,Yes,Travel_Rarely,1363,Research & Development,3,2,Medical,1,444,1,Male,92,2,1,Laboratory Technician,3,Single,3957,9517,5,Y,No,14,3,3,80,0,5,4,1,2,2,0,2
24,Yes,Travel_Rarely,941,Research & Development,3,1,Medical,1,550,1,Male,94,2,1,Laboratory Technician,2,Single,3898,9312,2,Y,No,15,3,3,80,0,4,2,1,2,2,0,2
24,Yes,Travel_Frequently,1101,Research & Development,3,2,Technical Degree,1,516,1,Male,91,2,1,Laboratory Technician,3,Single,3927,9529,3,Y,Yes,14,3,3,80,0,5,2,1,2,2,1,2
23,Yes,Travel_Frequently,794,Research & Development,3,1,Technical Degree,1,392,3,Male,85,2,1,Laboratory Technician,3,Single,4028,9454,5,Y,No,14,3,3,80,0,4,3,1,2,2,0,2
23,Yes,Travel_Frequently,835,Research & Development,3,1,Technical Degree,1,568,3,Male,91,2,1,Laboratory Technician,2,Single,3839,9161,5,Y,Yes,14,3,3,80,0,4,2,3,2,2,1,2
29,Yes,Travel_Frequently,929,Research & Development,1,2,Life Sciences,1,583,3,Male,87,2,1,Laboratory Technician,2,Married,3746,9458,4,Y,Yes,15,3,3,80,0,5,3,3,2,2,1,2
28,Yes,Travel_Frequently,709,Research & Development,3,2,Technical Degree,1,584,3,Male,92,2,1,Laboratory Technician,2,Single,3986,9449,5,Y,No,15,3,3,80,0,5,2,3,2,2,1,2
22,Yes,Travel_Rarely,1003,Research & Development,3,2,Medical,1,586,3,Male,85,2,1,Laboratory Technician,2,Married,3999,9224,1,Y,No,14,3,3,80,0,4,3,3,2,2,1,2
28,Yes,Travel_Rarely,1114,Research & Development,1,1,Life Sciences,1,539,3,Male,90,2,1,Laboratory Technician,2,Single,3906,9428,5,Y,No,13,3,3,80,0,4,3,2,2,2,1,2
28,Yes,Travel_Rarely,893,Research & Development,2,1,Technical Degree,1,550,2,Male,69,2,1,Laboratory Technician,3,Single,3963,9151,5,Y,No,15,3,3,80,0,4,2,1,2,2,1,2
28,Yes,Travel_Frequently,459,Research & Development,19,3,Life Sciences,1,755,2,Female,61,1,1,Sales Representative,3,Divorced,2684,23098,5,Y,Yes,17,3,2,80,1,6,2,2,3,3,0,0
28,Yes,Travel_Frequently,425,Sales,23,3,Life Sciences,1,609,2,Female,50,2,1,Laboratory Technician,3,Single,2789,23350,0,Y,Yes,16,3,2,80,1,1,2,1,6,4,0,0
26,Yes,Travel_Frequently,430,Research & Development,23,3,Life Sciences,1,649,2,Female,52,2,1,Human Resources,3,Single,2352,22866,0,Y,Yes,15,3,2,80,2,6,2,2,6,4,0,0
26,Yes,Travel_Rarely,372,Research & Development,11,3,Medical,1,612,2,Female,62,2,1,Human Resources,3,Single,2745,23010,2,Y,Yes,15,3,2,80,0,2,2,2,3,6,0,1
27,Yes,Travel_Rarely,420,Sales,12,3,Technical Degree,1,613,2,Male,59,2,1,Sales Representative,3,Divorced,2506,23225,4,Y,Yes,18,3,2,80,2,5,2,2,3,3,0,1
26,Yes,Travel_Rarely,390,Research & Development,6,3,Life Sciences,1,796,2,Female,59,1,1,Human Resources,3,Divorced,2742,23455,0,Y,Yes,15,3,2,80,0,6,2,1,3,5,0,0
26,Yes,Travel_Frequently,470,Sales,19,3,Technical Degree,1,696,2,Female,60,1,1,Sales Representative,3,Divorced,2658,23181,0,Y,Yes,15,3,2,80,2,7,2,2,6,2,0,0
26,Yes,Travel_Frequently,382,Human Resources,11,3,Technical Degree,1,663,2,Female,59,2,1,Human Resources,3,Single,2789,23204,3,Y,Yes,15,3,2,80,1,6,2,2,3,5,0,0
27,Yes,Travel_Frequently,402,Human Resources,6,3,Life Sciences,1,883,2,Female,60,2,1,Sales Representative,3,Divorced,2789,23373,1,Y,Yes,11,3,2,80,0,6,2,1,6,6,0,0
28,Yes,Travel_Rarely,366,Human Resources,17,3,Life Sciences,1,609,2,Female,55,1,1,Sales Representative,3,Divorced,2375,23496,0,Y,Yes,18,3,2,80,0,4,2,1,3,4,0,0
26,Yes,Travel_Rarely,425,Human Resources,22,3,Technical Degree,1,770,2,Female,64,2,1,Human Resources,3,Divorced,2553,23435,0,Y,Yes,13,3,2,80,0,3,2,2,3,5,0,0
26,Yes,Travel_Rarely,383,Sales,20,3,Technical Degree,1,618,2,Female,62,2,1,Human Resources,3,Divorced,2728,23085,3,Y,Yes,14,3,2,80,0,6,2,2,3,4,0,1
26,Yes,Travel_Frequently,399,Human Resources,22,3,Life Sciences,1,692,2,Female,65,2,1,Sales Representative,3,Divorced,2642,23454,1,Y,Yes,15,3,2,80,1,3,2,2,6,3,0,0
26,Yes,Travel_Frequently,463,Human Resources,16,3,Life Sciences,1,827,2,Male,54,2,1,Sales Representative,3,Divorced,2346,23333,0,Y,Yes,14,3,2,80,0,4,2,2,3,3,0,0
26,Yes,Travel_Frequently,372,Human Resources,22,3,Life Sciences,1,614,2,Male,65,2,1,Laboratory Technician,3,Divorced,2760,22860,0,Y,Yes,14,3,2,80,1,5,2,1,3,4,0,0
28,Yes,Travel_Frequently,455,Human Resources,3,3,Medical,1,610,2,Female,54,2,1,Human Resources,3,Single,2794,23340,0,Y,Yes,11,3,2,80,0,2,2,1,1,6,0,1
28,Yes,Travel_Frequently,360,Sales,22,3,Life Sciences,1,610,2,Female,64,2,1,Laboratory Technician,3,Divorced,2469,23325,0,Y,Yes,14,3,2,80,1,3,2,1,5,3,0,0
26,Yes,Travel_Rarely,389,Human Resources,20,3,Technical Degree,1,615,2,Female,54,2,1,Sales Representative,3,Single,2432,22952,4,Y,Yes,13,3,2,80,1,6,2,1,4,1,0,1
28,Yes,Travel_Rarely,400,Human Resources,2,3,Medical,1,621,2,Female,55,2,1,Laboratory Technician,3,Divorced,2705,23291,0,Y,Yes,16,3,2,80,1,4,2,2,2,0,0,0
27,Yes,Travel_Rarely,457,Human Resources,7,3,Life Sciences,1,618,2,Female,50,2,1,Sales Representative,3,Divorced,2536,22844,0,Y,Yes,13,3,2,80,0,7,2,2,2,3,0,0
27,Yes,Travel_Frequently,1121,Sales,3,3,Marketing,1,451,2,Male,62,3,1,Research Scientist,1,Single,1937,8245,4,Y,Yes,11,3,3,80,0,0,2,3,1,1,0,1
27,Yes,Travel_Frequently,1302,Research & Development,1,3,Marketing,1,665,2,Male,83,3,1,Sales Representative,2,Single,2516,8436,1,Y,Yes,12,3,3,80,0,2,2,3,0,1,0,1
22,Yes,Travel_Frequently,1278,Sales,1,3,Marketing,1,568,2,Male,80,3,1,Sales Representative,1,Single,2289,8096,1,Y,Yes,12,3,1,80,0,3,3,3,0,0,0,0
20,Yes,Travel_Frequently,1115,Sales,4,3,Technical Degree,1,835,3,Male,60,3,1,Sales Representative,2,Single,1934,8189,2,Y,Yes,12,3,3,80,0,2,2,3,3,0,0,3
25,Yes,Travel_Rarely,1286,Research & Development,4,3,Life Sciences,1,903,2,Female,65,3,1,Research Scientist,2,Single,2125,8349,3,Y,Yes,11,3,3,80,0,1,2,3,1,0,0,2
20,Yes,Travel_Rarely,1181,Sales,3,3,Marketing,1,406,3,Male,66,3,1,Sales Representative,1,Single,1894,8509,1,Y,Yes,12,3,1,80,0,2,2,3,3,0,0,0
24,Yes,Travel_Frequently,1061,Research & Development,3,3,Life Sciences,1,516,3,Male,64,3,1,Research Scientist,2,Single,1964,8298,1,Y,Yes,12,3,3,80,0,1,4,3,0,1,1,1
27,Yes,Travel_Frequently,1151,Sales,4,3,Life Sciences,1,553,3,Female,66,3,1,Sales Representative,1,Single,2521,8335,3,Y,Yes,12,3,2,80,0,5,2,3,3,0,0,0
25,Yes,Travel_Frequently,1224,Sales,3,3,Marketing,1,310,2,Male,64,3,1,Research Scientist,1,Single,2518,8452,1,Y,Yes,13,3,3,80,0,4,2,3,1,0,0,0
26,Yes,Travel_Rarely,1095,Sales,4,3,Marketing,1,704,2,Female,74,3,1,Research Scientist,2,Single,2263,8538,1,Y,Yes,11,3,3,80,0,1,4,3,4,0,1,1
30,Yes,Travel_Frequently,1304,Sales,1,3,Life Sciences,1,434,3,Female,56,3,1,Sales Representative,1,Single,2075,8495,1,Y,Yes,12,3,3,80,0,1,2,3,4,0,1,1
21,Yes,Travel_Frequently,1155,Research & Development,3,3,Life Sciences,1,1169,3,Male,61,3,1,Sales Representative,2,Single,1891,8237,3,Y,Yes,12,3,3,80,0,0,4,3,1,0,0,2
26,Yes,Travel_Frequently,1211,Sales,2,3,Marketing,1,521,3,Male,55,3,1,Research Scientist,1,Single,1981,8509,2,Y,Yes,12,3,2,80,0,1,3,3,0,1,0,0
23,Yes,Travel_Frequently,1098,Sales,4,3,Marketing,1,371,3,Female,75,3,1,Research Scientist,1,Single,2295,8424,1,Y,Yes,12,3,2,80,0,1,2,3,1,0,0,1
25,Yes,Travel_Frequently,1117,Sales,2,3,Marketing,1,939,3,Female,55,3,1,Sales Representative,2,Single,2137,8095,1,Y,Yes,12,3,3,80,0,6,4,3,4,1,0,1
26,Yes,Travel_Frequently,1147,Sales,3,3,Technical Degree,1,735,3,Male,75,3,1,Sales Representative,2,Single,2580,8429,1,Y,Yes,13,3,2,80,0,2,2,3,2,0,0,3
26,Yes,Travel_Frequently,1073,Research & Development,2,3,Marketing,1,728,3,Male,56,3,1,Sales Representative,2,Single,2164,8419,1,Y,Yes,12,3,3,80,0,1,3,3,1,1,0,0
18,Yes,Travel_Frequently,1177,Sales,2,3,Life Sciences,1,606,2,Female,75,3,1,Research Scientist,2,Single,2204,8151,4,Y,Yes,12,3,3,80,0,0,2,3,1,1,0,2
26,Yes,Travel_Rarely,1216,Sales,3,3,Technical Degree,1,1310,2,Female,73,3,1,Sales Representative,2,Single,1916,8395,1,Y,Yes,11,3,1,80,0,1,2,3,2,1,0,0
25,Yes,Travel_Frequently,1134,Sales,3,3,Marketing,1,1170,2,Male,84,3,1,Research Scientist,1,Single,2094,8084,1,Y,Yes,13,3,3,80,0,1,4,3,2,0,0,1
28,Yes,Travel_Rarely,437,Human Resources,21,3,Technical Degree,1,762,2,Male,62,2,1,Sales Representative,3,Divorced,2396,22922,5,Y,Yes,18,3,2,80,1,2,2,1,4,1,0,0
28,Yes,Travel_Rarely,469,Sales,17,3,Technical Degree,1,620,2,Male,52,1,1,Human Resources,3,Divorced,2717,23447,0,Y,Yes,18,3,2,80,0,7,2,1,1,1,0,0
26,Yes,Travel_Rarely,466,Human Resources,17,3,Technical Degree,1,661,2,Male,55,1,1,Laboratory Technician,3,Divorced,2728,23154,0,Y,Yes,18,3,2,80,1,2,3,1,1,2,0,0
26,Yes,Travel_Frequently,388,Human Resources,16,3,Medical,1,617,2,Male,61,1,1,Laboratory Technician,3,Divorced,2373,23010,2,Y,Yes,13,3,2,80,0,6,2,2,2,0,0,1
27,Yes,Travel_Rarely,462,Sales,17,3,Life Sciences,1,616,2,Female,64,1,1,Sales Representative,3,Single,2574,23393,4,Y,Yes,18,3,2,80,1,3,2,2,4,3,0,1
26,Yes,Travel_Rarely,417,Human Resources,9,3,Technical Degree,1,801,2,Male,64,2,1,Laboratory Technician,3,Single,2349,23493,0,Y,Yes,18,3,2,80,0,2,2,1,2,1,0,0
26,Yes,Travel_Rarely,426,Sales,21,3,Life Sciences,1,705,2,Male,63,2,1,Sales Representative,3,Single,2422,22839,0,Y,Yes,18,3,2,80,2,1,3,2,1,1,0,0
26,Yes,Travel_Rarely,404,Research & Development,16,3,Life Sciences,1,674,2,Female,64,1,1,Laboratory Technician,3,Divorced,2719,23384,3,Y,Yes,13,3,2,80,1,3,2,2,2,1,0,0
27,Yes,Travel_Rarely,435,Research & Development,9,3,Technical Degree,1,884,2,Male,63,1,1,Sales Representative,3,Single,2718,23457,2,Y,Yes,17,3,2,80,0,3,2,1,1,0,0,0
28,Yes,Travel_Rarely,380,Research & Development,23,3,Technical Degree,1,620,2,Female,60,2,1,Sales Representative,3,Single,2705,23510,0,Y,Yes,18,3,2,80,0,4,3,1,2,2,0,0
26,Yes,Travel_Frequently,470,Research & Development,18,3,Life Sciences,1,776,2,Female,59,1,1,Laboratory Technician,3,Divorced,2527,23484,0,Y,Yes,15,3,2,80,0,5,2,2,2,0,0,0
26,Yes,Travel_Frequently,406,Sales,20,3,Life Sciences,1,611,2,Male,61,1,1,Laboratory Technician,3,Single,2352,22935,3,Y,Yes,18,3,2,80,0,2,3,2,4,2,0,1
26,Yes,Travel_Rarely,430,Research & Development,18,3,Technical Degree,1,702,2,Male,58,1,1,Sales Representative,3,Single,2438,23492,2,Y,Yes,18,3,2,80,0,5,3,2,1,1,0,0
26,Yes,Travel_Rarely,433,Research & Development,23,3,Technical Degree,1,831,2,Female,59,1,1,Sales Representative,3,Divorced,2734,23440,0,Y,Yes,14,3,2,80,0,4,2,2,4,3,0,0
26,Yes,Travel_Rarely,389,Research & Development,18,3,Technical Degree,1,615,2,Female,58,1,1,Human Resources,3,Single,2493,23235,0,Y,Yes,14,3,2,80,1,4,3,1,2,1,0,0
28,Yes,Travel_Rarely,441,Research & Development,5,3,Medical,1,619,2,Male,60,1,1,Laboratory Technician,3,Divorced,2754,23443,1,Y,Yes,18,3,2,80,0,6,2,1,6,0,0,1
28,Yes,Travel_Rarely,370,Sales,18,3,Technical Degree,1,619,2,Male,59,1,1,Human Resources,3,Single,2611,23436,0,Y,Yes,18,3,2,80,0,5,3,1,1,1,0,0
26,Yes,Travel_Frequently,415,Research & Development,20,3,Life Sciences,1,628,2,Female,59,1,1,Sales Representative,3,Divorced,2648,23068,4,Y,Yes,15,3,2,80,0,2,2,1,3,5,0,1
28,Yes,Travel_Rarely,432,Research & Development,2,3,Medical,1,608,2,Female,61,1,1,Human Resources,3,Divorced,2375,23422,0,Y,Yes,12,3,2,80,0,4,2,1,5,6,0,0
27,Yes,Travel_Frequently,439,Research & Development,10,3,Technical Degree,1,611,2,Male,51,1,1,Sales Representative,3,Single,2544,23228,0,Y,Yes,15,3,2,80,0,1,3,2,5,3,0,0
34,Yes,Non-Travel,887,Sales,7,3,Other,1,1013,3,Male,62,3,2,Sales Executive,3,Married,4688,24538,1,Y,Yes,17,3,3,80,0,5,2,2,2,2,1,2
34,Yes,Non-Travel,1465,Sales,3,4,Other,1,637,2,Male,65,3,2,Sales Executive,3,Single,4630,23438,8,Y,Yes,15,3,3,80,0,4,2,3,4,2,1,0
29,Yes,Non-Travel,1387,Sales,3,4,Other,1,738,4,Male,64,3,2,Sales Executive,3,Single,4580,24040,8,Y,Yes,15,3,1,80,0,5,1,2,3,2,2,1
30,Yes,Travel_Rarely,960,Sales,13,3,Marketing,1,658,2,Male,62,3,2,Sales Executive,3,Single,4700,24349,4,Y,No,13,3,3,80,0,4,2,2,4,2,2,2
33,Yes,Travel_Frequently,1421,Sales,12,2,Life Sciences,1,666,3,Female,61,3,2,Sales Executive,3,Married,4630,23548,2,Y,Yes,17,3,3,80,0,5,2,2,2,2,1,2
30,Yes,Travel_Frequently,1137,Sales,15,2,Other,1,1120,4,Male,60,3,2,Sales Executive,3,Married,4705,23346,8,Y,No,15,3,1,80,0,5,2,3,4,2,1,1
28,Yes,Non-Travel,699,Sales,8,4,Life Sciences,1,860,1,Male,61,3,2,Sales Executive,3,Married,4680,24717,8,Y,No,15,3,3,80,0,5,0,2,4,2,1,2
26,Yes,Non-Travel,1056,Sales,13,3,Life Sciences,1,774,1,Female,60,3,2,Sales Executive,3,Single,4630,23566,3,Y,No,13,3,2,80,0,5,2,2,4,2,2,1
33,Yes,Non-Travel,1253,Sales,15,2,Other,1,1347,2,Male,61,3,2,Sales Executive,3,Married,4630,23418,6,Y,No,12,3,3,80,0,5,2,3,4,2,1,2
34,Yes,Travel_Frequently,907,Sales,10,4,Other,1,642,2,Female,62,3,2,Sales Executive,3,Married,4588,23310,8,Y,No,17,3,3,80,0,4,0,3,4,2,1,0
24,Yes,Travel_Rarely,1470,Sales,4,2,Life Sciences,1,1054,2,Female,64,3,2,Sales Executive,3,Married,4646,23363,8,Y,No,12,3,3,80,0,4,2,2,4,2,1,0
32,Yes,Travel_Rarely,1068,Sales,7,3,Life Sciences,1,699,2,Male,62,3,2,Sales Executive,3,Married,4702,24511,3,Y,No,14,3,3,80,0,5,0,2,2,2,1,2
26,Yes,Non-Travel,1220,Sales,5,2,Other,1,850,1,Male,64,3,2,Sales Executive,3,Married,4675,23347,5,Y,Yes,15,3,2,80,0,4,1,2,4,2,1,1
28,Yes,Non-Travel,814,Sales,11,4,Other,1,1202,4,Female,62,3,2,Sales Executive,3,Married,4579,23453,8,Y,No,12,3,2,80,0,5,2,2,2,2,1,0
27,Yes,Non-Travel,966,Sales,5,3,Other,1,671,4,Female,64,3,2,Sales Executive,3,Married,4676,23868,8,Y,Yes,13,3,3,80,0,5,0,3,4,2,1,0
34,Yes,Non-Travel,970,Sales,16,2,Marketing,1,646,4,Male,62,3,2,Sales Executive,3,Single,4623,23447,7,Y,Yes,12,3,2,80,0,4,2,3,2,2,1,2
34,Yes,Non-Travel,847,Sales,5,2,Other,1,645,4,Male,64,3,2,Sales Executive,3,Married,4619,23460,8,Y,No,14,3,3,80,0,4,1,3,4,2,2,1
32,Yes,Travel_Rarely,1126,Sales,6,4,Life Sciences,1,649,4,Female,62,3,2,Sales Executive,3,Single,4607,24225,1,Y,No,12,3,3,80,0,5,2,3,3,2,2,2
34,Yes,Travel_Frequently,1232,Sales,17,3,Marketing,1,717,4,Female,61,3,2,Sales Executive,3,Married,4695,23490,8,Y,No,13,3,1,80,0,5,2,2,2,2,2,1
33,Yes,Travel_Rarely,929,Sales,15,4,Other,1,700,3,Male,65,3,2,Sales Executive,3,Married,4640,23881,8,Y,No,12,3,3,80,0,5,0,2,2,2,2,0
39,Yes,Travel_Frequently,1408,Research & Development,10,3,Life Sciences,1,997,1,Female,50,3,1,Laboratory Technician,1,Married,2813,14176,3,Y,No,12,3,3,80,0,5,3,3,4,2,1,2
40,Yes,Travel_Frequently,1283,Research & Development,15,3,Life Sciences,1,628,1,Female,80,3,1,Laboratory Technician,2,Divorced,2456,14548,1,Y,No,13,3,3,80,0,5,3,3,5,2,0,2
24,Yes,Travel_Frequently,1304,Research & Development,15,3,Life Sciences,1,745,1,Female,75,3,1,Laboratory Technician,1,Divorced,2388,14169,1,Y,No,13,3,4,80,0,7,4,3,5,2,1,2
24,Yes,Travel_Rarely,1064,Research & Development,5,3,Life Sciences,1,568,1,Female,49,3,1,Laboratory Technician,2,Divorced,2848,14174,2,Y,Yes,14,3,4,80,1,5,2,3,3,2,1,2
36,Yes,Travel_Rarely,1264,Research & Development,5,3,Medical,1,544,1,Male,52,3,1,Laboratory Technician,2,Married,2585,14460,3,Y,No,12,3,4,80,0,5,3,3,4,2,0,2
24,Yes,Travel_Rarely,1141,Research & Development,4,3,Life Sciences,1,1095,1,Female,53,3,1,Laboratory Technician,2,Married,2874,14622,1,Y,Yes,13,3,4,80,1,7,3,3,3,2,0,2
24,Yes,Travel_Frequently,1447,Research & Development,9,3,Medical,1,857,1,Female,51,3,1,Laboratory Technician,2,Married,2781,14179,1,Y,Yes,13,3,3,80,0,6,4,3,5,2,0,2
25,Yes,Travel_Frequently,1105,Research & Development,5,3,Medical,1,778,1,Male,53,3,1,Laboratory Technician,2,Divorced,2453,14446,2,Y,Yes,14,3,4,80,0,8,3,3,3,2,1,2
36,Yes,Travel_Frequently,1191,Research & Development,4,3,Life Sciences,1,1303,1,Female,52,3,1,Laboratory Technician,2,Married,2454,14564,1,Y,Yes,15,3,4,80,1,8,2,3,5,2,1,2
37,Yes,Travel_Rarely,1041,Research & Development,7,3,Life Sciences,1,615,1,Male,64,3,1,Laboratory Technician,2,Married,2418,14651,1,Y,Yes,12,3,3,80,1,5,4,3,3,2,0,2
25,Yes,Travel_Rarely,1285,Research & Development,14,3,Medical,1,1035,1,Male,46,3,1,Laboratory Technician,1,Married,2646,14608,1,Y,Yes,14,3,3,80,1,5,2,3,3,2,0,2
29,Yes,Travel_Rarely,1111,Research & Development,11,3,Medical,1,450,1,Female,49,3,1,Laboratory Technician,2,Married,2869,14176,2,Y,Yes,14,3,3,80,1,5,4,3,4,2,0,2
25,Yes,Travel_Frequently,1177,Research & Development,13,3,Life Sciences,1,847,1,Female,46,3,1,Laboratory Technician,2,Married,2760,14621,1,Y,No,13,3,4,80,0,5,4,3,5,2,1,2
24,Yes,Travel_Frequently,1423,Research & Development,6,3,Life Sciences,1,1170,1,Male,67,3,1,Laboratory Technician,2,Married,2381,14536,1,Y,Yes,14,3,4,80,1,5,3,3,4,2,0,2
25,Yes,Travel_Frequently,1067,Research & Development,13,3,Life Sciences,1,532,1,Male,45,3,1,Laboratory Technician,2,Married,2711,14204,1,Y,No,14,3,3,80,0,9,4,3,3,2,1,2
38,Yes,Travel_Frequently,1391,Research & Development,3,3,Life Sciences,1,604,1,Female,65,3,1,Laboratory Technician,2,Divorced,2413,14541,1,Y,No,15,3,4,80,1,5,3,3,3,2,1,2
37,Yes,Travel_Frequently,1015,Research & Development,13,3,Life Sciences,1,606,1,Female,46,3,1,Laboratory Technician,2,Married,2538,14531,1,Y,Yes,14,3,4,80,0,5,4,3,4,2,1,2
25,Yes,Travel_Rarely,1136,Research & Development,11,3,Medical,1,663,1,Male,66,3,1,Laboratory Technician,2,Divorced,2491,14172,3,Y,Yes,14,3,3,80,0,5,3,3,4,2,1,2
37,Yes,Travel_Rarely,1182,Research & Development,3,3,Life Sciences,1,401,1,Male,62,3,1,Laboratory Technician,2,Married,2840,14507,1,Y,Yes,13,3,4,80,0,5,3,3,3,2,1,2
36,Yes,Travel_Rarely,1400,Research & Development,4,3,Life Sciences,1,450,1,Female,82,3,1,Laboratory Technician,1,Married,2624,14193,1,Y,Yes,15,3,3,80,1,6,4,3,3,2,1,2
41,Yes,Travel_Frequently,784,Research & Development,14,3,Life Sciences,1,998,2,Male,79,2,1,Laboratory Technician,1,Married,2083,14821,3,Y,No,12,3,3,80,0,1,2,4,2,1,0,0
41,Yes,Travel_Frequently,453,Research & Development,17,3,Life Sciences,1,624,2,Male,85,2,1,Research Scientist,2,Single,2302,14621,1,Y,No,14,3,3,80,0,3,2,3,1,1,0,0
29,Yes,Travel_Frequently,497,Research & Development,17,3,Life Sciences,1,745,1,Male,82,2,1,Sales Representative,1,Single,2378,14541,1,Y,No,14,3,3,80,0,5,2,4,1,0,0,0
29,Yes,Travel_Rarely,756,Research & Development,9,2,Life Sciences,1,544,2,Male,80,2,1,Sales Representative,1,Single,2056,14715,2,Y,No,14,3,3,80,0,3,2,4,2,0,0,1
38,Yes,Travel_Rarely,479,Research & Development,9,1,Medical,1,513,2,Male,76,2,1,Laboratory Technician,2,Married,2241,14586,3,Y,No,12,3,3,80,0,2,2,4,2,1,0,1
29,Yes,Travel_Rarely,649,Research & Development,6,1,Life Sciences,1,1095,1,Male,76,2,1,Sales Representative,1,Married,2040,14650,1,Y,Yes,14,3,3,80,0,4,2,3,2,0,0,0
29,Yes,Travel_Frequently,892,Research & Development,13,3,Medical,1,857,2,Male,77,2,1,Laboratory Technician,2,Married,2105,14922,1,Y,No,14,3,3,80,0,2,3,4,1,1,0,0
29,Yes,Travel_Frequently,698,Sales,8,3,Medical,1,779,2,Male,76,2,1,Sales Representative,1,Single,2304,14580,2,Y,No,15,3,3,80,0,6,2,4,2,0,0,0
38,Yes,Travel_Frequently,580,Sales,6,2,Life Sciences,1,1303,2,Male,77,2,1,Laboratory Technician,1,Married,2303,14627,1,Y,Yes,17,3,3,80,0,6,2,2,1,0,0,0
39,Yes,Travel_Rarely,787,Sales,12,3,Life Sciences,1,605,2,Male,78,2,1,Laboratory Technician,1,Married,2357,14661,1,Y,Yes,12,3,3,80,0,2,3,3,2,1,0,0
29,Yes,Travel_Rarely,450,Sales,16,1,Medical,1,1035,2,Male,84,2,1,Sales Representative,1,Married,2199,14644,1,Y,No,16,3,3,80,0,2,2,4,2,0,0,0
33,Yes,Travel_Rarely,691,Research & Development,14,3,Medical,1,389,2,Male,80,2,1,Sales Representative,1,Married,2044,14806,2,Y,Yes,15,3,3,80,0,1,3,4,2,1,0,1
29,Yes,Travel_Frequently,600,Sales,16,1,Life Sciences,1,848,2,Male,84,2,1,Laboratory Technician,1,Married,2120,14650,1,Y,No,14,3,3,80,0,2,2,4,1,1,0,0
